"TEMPORADA","COLOR","MARCA","DESCRIPCION","CODIGO"
0,333,"PAUL&SHARK","JERSEY CREMALLERA RAYAS","9.97986498799086E+15"
0,50,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498799090E+15"
2,"50400504/001","BOSS -","DRESSES","9.97988601597526E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099974E+15"
0,"SKY BLUE","SANDRO","TOP","9.97914959099960E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099910E+15"
0,"AMARILLO","SANDRO","TOP","9.97914959099903E+15"
0,"SKY BLUE","SANDRO","TOP","9.97914959099972E+15"
0,"NOIR","SANDRO","TOP","9.97914959099978E+15"
0,"ROSA PALO","SANDRO","TOP","9.97914959099975E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099972E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099951E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099956E+15"
0,"ROSA","SANDRO","TOP","9.97914959099901E+15"
0,"MARINO","SANDRO","TOP","9.97914959099957E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099954E+15"
0,"MULTICOLOR","SANDRO","TOP","9.97914959099907E+15"
0,"NOIR","SANDRO","TOP","9.97914959099976E+15"
0,"NOIR","SANDRO","TOP","9.97914959099955E+15"
0,"BLANCO","SANDRO","TOP","9.97914959099951E+15"
0,"CRUDO","SANDRO","TOP","9.97914959099958E+15"
0,"MARINO","SANDRO","TOP","9.97914959099955E+15"
0,"AZUL","SANDRO","TOP","9.97914959099952E+15"
0,"VERDE","SANDRO","TOP","9.97914959099906E+15"
0,"MULTICOLOR","SANDRO","TOP","9.97914959099901E+15"
0,"?","?","MILAN 1 /MAGNOLIA SUPER","9.97996338999947E+15"
0,"?","?","cocina fenix bco 32 .gola","9.97996372599936E+15"
0,"?","?","MILï¿½N 1 /MAGNOLIA MATE SUPER","9.97996338999949E+15"
0,"?","?","100004297 LECHAL RHIN GRIS","9.97996404899906E+15"
0,"?","?","100004294 LECHAL ARTICA","9.97996404899908E+15"
0,"?","?","100005324 PROPART AL. AN PLATA","9.97996404899905E+15"
0,"BLACK","TED BAKER","VESTIDOS","9.97958211499507E+15"
0,"CROMO","?","arizona sport","9.97996402196444E+15"
0,"PLATA BRILLO","?","VERSALLES 2P+CAJEADO CRISTAL","9.97996402196445E+15"
0,"CROMO","?","19-008215/as","9.97996402196448E+15"
0,72,"?","DESCRIPCION MODELO","9.97979069691972E+15"
0,"?","?","DESCRIPCION MODELO","9.97975429795071E+15"
0,"GRIS","?","past rapid n manhattan","9.97996403695269E+15"
0,"BLANCO","?","B21501001","9.97996403695266E+15"
0,"MANHATTAN","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695247E+15"
0,"CROMADO","?",100126772,"9.97996403695265E+15"
0,"ALUMINIO","?",100126772,"9.97996403695248E+15"
0,"MARRON","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695244E+15"
0,"ANTRACITA","?","CEMENTO TAPAJUNTAS BLANCO","9.97996403695244E+15"
0,"ALUMINIO","?","B71122004","9.97996403695242E+15"
0,"MARFIL","?","COLORSTUK RAPID N MARFIL","9.97996403695250E+15"
0,"ACERO INOX BRIL","?","perfil pro-acero inox cepillad","9.97996403695262E+15"
0,"ACERO INOX BRIL","?","perfil pro-acero inox cepillad","9.97996403695248E+15"
0,"ALUMINIO","?","propart alum","9.97996403695227E+15"
0,"CROMO","?","perfil 10004968","9.97996403695264E+15"
0,"OYSTERGRAY","SELECTED","SLHTAPERED-BRANDON MIX PANTS W","9.97975579599992E+15"
1,"LIGHTBLUE","SELECTED","SLHSLIM-MARVIN BLAZER B EX","9.97975509999918E+15"
1,"DARKBLUE","SELECTED","SLHSLIM-MARVIN BLAZER B EX","9.97975509999919E+15"
0,"DARKNAVY","SELECTED","SLHAJO PENNY SUEDE ESPADRILLES","9.97975529099951E+15"
0,"CORNSTALK","SELECTED","SLHAJO PENNY SUEDE ESPADRILLES","9.97975529099951E+15"
0,13,"PAUL&SHARK","CHAQUETA CON CREMALLERA Y","9.97986498599755E+15"
0,577,"PAUL&SHARK","CAZADORA LANA CON CREMALL","9.97986498599751E+15"
0,691,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399975E+15"
0,50,"PAUL&SHARK","PARKA LANA CON CAPUCHA","9.97986463099549E+15"
0,50,"PAUL&SHARK","CAZADORA LANA CON CREMALL","9.97986498599754E+15"
0,13,"PAUL&SHARK","POLO M/L LISO ALGODON","9.97986498099519E+15"
0,11,"PAUL&SHARK","PARKA POLIESTER CON CAPUC","9.97986463099569E+15"
0,50,"PAUL&SHARK","PARKA NYLON","9.97986463099566E+15"
0,358,"PAUL&SHARK","PARKA NYLON","9.97986463099563E+15"
0,209,"PAUL&SHARK","CAZADORA CON CAPUCHA","9.97986463199507E+15"
0,50,"PAUL&SHARK","PARKA NYLON","9.97986463199504E+15"
0,50,"PAUL&SHARK","JERSEY CREMALLERA LISO","9.97986498599751E+15"
0,358,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399971E+15"
0,10,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399971E+15"
0,577,"PAUL&SHARK","PARKA POLIESTER CON CAPUC","9.97986463099548E+15"
0,10,"PAUL&SHARK","CAMISA M/L LISA ANAGRAMAS","9.97986493599504E+15"
0,691,"PAUL&SHARK","POLO M/L LISO ALGODON","9.97986498099517E+15"
0,13,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399978E+15"
0,13,"PAUL&SHARK","SUDADERA CUELLO REDONDO","9.97986498399974E+15"
0,209,"PAUL&SHARK","PARKA NYLON","9.97986463099565E+15"
0,11,"PAUL&SHARK","CAZADORA CON CAPUCHA","9.97986463199503E+15"
0,"WINTER WHITE","FREN.CONNECTION","TOPS","9.97954654599797E+15"
0,"PLATA BRILLO","?","SEV-21170-1","9.97996458098375E+15"
0,"PLATA BRILLO","?","cntauro crist.tra.patiniumcro.","9.97996458098307E+15"
0,"PLATA BRILLO","?","mamparas","9.97996458098372E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799092E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799077E+15"
0,"?","CITIZEN","RELOJ CABALLERO","9.97979836799080E+15"
0,"PB","?","PLUS EVO PB V5 SEPARADOR","9.97996458098357E+15"
1,200,"ETRO","ABRIGO","9.97903004599960E+15"
1,200,"ETRO","ABRIGO","9.97903004599966E+15"
0,"BEIGE","SANDRO","ABRIGO","9.97914939799997E+15"
0,"SKY BLUE","SANDRO","ABRIGO","9.97914939799994E+15"
0,"BEIGE","SANDRO","ABRIGO","9.97914939799979E+15"
0,"MARINO","SANDRO","ABRIGO","9.97914939799993E+15"
0,"CAFE SOLUB GOLD","NESCAFE","CAFE GOLD BLEND ORGANIC ARABIC","9.97959810399731E+15"
3,"PINK","DISNEY-DTR","JERSEY LICENCIA  MINNIE","9.97994983597965E+15"
3,"BLUE WHITE","DISNEY-DTR","JERSEY LICENCIA - MICKEY","9.97994933599906E+15"
3,"PINK WHITE","DISNEY-DTR","CONJUNTO TRICOT LICENCIA MINNI","9.97994982999931E+15"
3,1,"KAREN MILLEN","KNITWEAR","9.97946266595511E+15"
3,1,"KAREN MILLEN","KNITWEAR","9.97946266595511E+15"
3,1,"KAREN MILLEN","KNITWEAR","9.97946266595515E+15"
3,1,"KAREN MILLEN","KNITWEAR","9.97946266595514E+15"
1,"50402315/986","BOSS WOMAN","PRENDAS DE PUNTO","9.97988611592546E+15"
0,"AZUL MARINO","TINTORETTO","PANTALï¿½N FALSO LISO BOLSILLOS","9.97952155099991E+15"
0,"BLANCO","PUROEGO","SUDADERA","9.97922709999361E+15"
3,10,"KAREN MILLEN","JACKET","9.97946266595518E+15"
3,10,"KAREN MILLEN","JACKET","9.97946266595514E+15"
3,10,"KAREN MILLEN","JACKET","9.97946266595517E+15"
3,10,"KAREN MILLEN","JACKET","9.97946266595512E+15"
0,"?","HOMEBASICS","LETRERO LED CINEMA","9.97986373397484E+15"
0,"PLATEADO","POETE","CINTURON DORADO","9.97954652299972E+15"
0,"DORADO","POETE","CINTURON DORADO","9.97954652299956E+15"
0,"VERDE","POETE","CINTURON DORADO","9.97954652299960E+15"
0,"DORADO","POETE","CINTURON DORADO","9.97954652299957E+15"
0,"DORADO","POETE","CINTURON DORADO","9.97954652299950E+15"
0,"PLATEADO","POETE","CINTURON DORADO","9.97954652299952E+15"
0,599,"LION OF PORCHES","DV LÃ¡PIS EM BRANCO","9.97984229999709E+15"
0,10,"LION OF PORCHES","AC MRQ PORTA CARTOES","9.97982929999707E+15"
0,"?","?","balda y friso","9.97996336099936E+15"
0,350,"LION OF PORCHES","PR BIQUINI EM BRANCO","9.97982929299996E+15"
0,599,"LION OF PORCHES","PR FATO DE BANHO EM BRANCO","9.97982929299998E+15"
0,"0CS717","E. ZEGNA","CHALECOS TT","9.97907194599907E+15"
0,"0CS414","E. ZEGNA","TRAJE DIBUJO TT","9.97907195199075E+15"
0,"0CS505","E. ZEGNA","TRAJE DIBUJO TT","9.97907195199059E+15"
0,"0CS413","E. ZEGNA","TRAJE DIBUJO TT","9.97907195199076E+15"
0,"0CS358","E. ZEGNA","TRAJE DIBUJO TT","9.97907195199072E+15"
4,"2-BLACK","GREEN COAST","PANT 5B PANA","9.97952389099591E+15"
4,"7-TERRACOTA","GREEN COAST","PANT 5B PANA","9.97952389099594E+15"
4,"11-CAMEL","GREEN COAST","PANA 5 BOLSILLOS","9.97952389099598E+15"
0,"?","?","DXDEFECTO","9.97996458891542E+15"
0,"PB","?","DXDEFECTO","9.97996458399969E+15"
0,"BROWN","?","LLAVERO BOLSITO ANIMAL","9.54932973899931E+15"
0,"WHITE","?","FUNDA Mï¿½VIL CORAZONES","9.54932974399917E+15"
0,"BLUE JEAN","SANDRO","BUFANDA","9.97914929799990E+15"
0,"MULTICOLOR","SANDRO","BUFANDA","9.97914929799992E+15"
0,"AZUL","SANDRO","BUFANDA","9.97914929799995E+15"
0,"BLANCO GTE. MNO","WINNER","POLO MANGA CORTA","9.97990317097670E+15"
0,"NEGRO","MSI","PACK REGALO RATON","9.97973578699960E+15"
0,"NEGRO","MSI","PACK REGALO AURICULARES","9.97973578699957E+15"
0,"BANDEROLAS","?","IMPRES. PVC 3 MM. 2 CARAS","9.97951334099153E+15"
0,4814,"BRIONI","ESTUCHE CORBATA+POCHETTE BRION","9.97992698199085E+15"
0,6114,"BRIONI","ESTUCHE CORBATA+POCHETTE BRION","9.97992698199086E+15"
0,"CRUDO PLATA .","TINTORETTO","FALDA VUELOS RAYAS TAFETTA","9.97952191599959E+15"
0,"?","SKAGEN","W B SS S GS W     SILVER","9.97917259199091E+15"
0,"?","SKAGEN","W B MSH RG ST BR  ROSE GOLD","9.97917259199097E+15"
0,"?","SKAGEN","W B MSH S ST RO   SILVER","9.97917259199094E+15"
0,"?","SKAGEN","W B SS S ST RO    SILVER","9.97917259199091E+15"
0,"?","SKAGEN","W B SS RG ST RO   ROSE GOLD","9.97917259199098E+15"
0,"?","SKAGEN","W B SS GL GS W    GOLD","9.97917259199095E+15"
0,"?","SKAGEN","W B SS S ST BR    ROSE GOLD","9.97917259199092E+15"
0,"MULTI","COUCHEL","CMT ESTAMP RAYAS Lï¿½REX","9.97953155599909E+15"
0,"MULTI NEGRO","COUCHEL","TRIC CHAQUETA CUT&SEW","9.97953106499903E+15"
0,"BCO BRILLO","?","gola blanco brillo","9.97996352599705E+15"
0,"Z7M51-C","E. ZEGNA","CORBATAS","9.97907154793465E+15"
0,"WHITE","?","P3149862","9.97996403396294E+15"
0,"BLANCO","?","CHESTER 14X90 100155604","9.97996403396255E+15"
0,"AQUA","?","P3149862","9.97996403396296E+15"
0,"AZUL","LLOYD'S","FALDA CHAMBRAY","9.97972007799995E+15"
0,".","?","P1856960","9.97996403396299E+15"
0,"BLANCO","?","CHESTER 22X90 100155605","9.97996403396251E+15"
0,"?","HOMEBASICS","CEPILLO COLOREADOR DE CABELLO","9.97986371499004E+15"
0,"?","HOMEBASICS","ASPIRADOR PORTï¿½TIL","9.97986371799001E+15"
0,"?","HOMEBASICS","SECADOR DE PELO VIAJES","9.97986371499008E+15"
0,"BEIGE","PUROEGO","CHALECO","9.97922709999346E+15"
0,"?","ALHAMBRA","ALHAMBRA RESERVA 1925 DIA DEL","9.97974895499797E+15"
0,"AZUL","PUROEGO","TRAJE","9.97922709999382E+15"
0,"MARINO","PUROEGO","TRAJE","9.97922709999365E+15"
0,"MARINO","PUROEGO","TRAJE","9.97922709999367E+15"
0,"AZUL","PUROEGO","TRAJE","9.97922709999370E+15"
0,"?","ULTRA MULTIFO 3","ULTRA MULTIFOCAL 3","9.89965557999914E+15"
0,"?","ULTRA MULTIFO 3","ULTRA MULTIFOCAL 3","9.05965557999914E+15"
0,"MULTICOR METLI","PARFOIS","MONEDERO","9.97936497598826E+15"
0,"ROSA BB","PARFOIS","MONEDERO","9.97936497598698E+15"
0,"PIEL","PARFOIS","MONEDERO","9.97936497598676E+15"
0,"CORAL","PARFOIS","MONEDERO","9.97936497598691E+15"
0,"MULTICOR METLI","PARFOIS","MONEDERO","9.97936497598829E+15"
0,"LIME","PARFOIS","MONEDERO","9.97936497598697E+15"
0,"BURGUNDY","PARFOIS","MONEDERO","9.97936497598823E+15"
0,"PLATA BRILLO","?","MAMPARA ANGULAR 90X90","9.97996458399925E+15"
0,"PLATA BRILLO","?","MAMPARA ANGULAR 90X90","9.97996458399927E+15"
0,"PLATA BRILLO","?","MAMPARA ANGULAR 90X90","9.97996458399921E+15"
0,"BOTELLAS DE 250","CHUFI","CHUFI HORCHATA ORIGINAL 3 X 25","9.97974811999908E+15"
0,"PLATA BRILLO","?","semicircular","9.97996458399948E+15"
0,"PLATA MATE","?","ali-21243-1","9.97996458399965E+15"
0,"?","?","mad 150,116 - 1 tiara","9.97996458399968E+15"
0,"PLATINUM.","?","plus evo trans perfil cromo","9.97996458399950E+15"
0,"PLATA BRILLO","?","plus evolution con feelnet 3d","9.97996458399966E+15"
0,"BLANCO 000","UNIT","PACK 3 BRAGAS CALADAS NIï¿½A","9.97924179799958E+15"
0,"BLANCO 000","UNIT","PACK 2 CAMISETAS TIRANTES NA","9.97924179999960E+15"
0,"MARINO 7439","PERTEGAZ","DEPORTIVA POLIURETANO ACOLCHAD","9.97991436899902E+15"
0,"MARINO","PERTEGAZ","DEPORTIVA ACOLCHADA TORNASOLAD","9.97991436899909E+15"
0,"MARINO 7539","PERTEGAZ","CAZADORA GUATEADA COMBINADA","9.97991436399785E+15"
0,"MARINO 7439","PERTEGAZ","CAZADORA POLIURETANO ACOLCHADA","9.97991436399783E+15"
0,"NEGRO 7460","PERTEGAZ","CAZADORA POLIURETANO ACOLCHADA","9.97991436399770E+15"
0,"MARINO 7239","PERTEGAZ","DEPORTIVA ACOLCHADA CUELLO PEL","9.97991436899903E+15"
0,"GRIS 905","UNIT","PANTALON TRAJE PINZA PERDIZ","9.97979280792063E+15"
0,"AZUL 203","UNIT","PANTALON TRAJE PINZA PERDIZ","9.97979280792062E+15"
0,"GRIS 902","UNIT","PANTALON TRAJE PINZA FALSO LIS","9.97979280792069E+15"
0,"GRIS 905","UNIT","PANTALON TRAJE S/PINZA PERDIZ","9.97979280592553E+15"
0,"AZUL 203","UNIT","AMERICANA TRAJE OJO PERDIZ","9.97979280994930E+15"
0,"GRIS 905","UNIT","AMERICANA TRAJE OJO PERDIZ","9.97979280994931E+15"
0,"GRIS 902","UNIT","PANTALON TRAJE S/PINZA FALSO L","9.97979280592509E+15"
0,"GRIS 902","UNIT","AMERICANA TRAJE FALSO LISO","9.97979280994934E+15"
0,"AZUL 203","UNIT","PANTALON TRAJE S/PINZA PERDIZ","9.97979280592555E+15"
0,"?","?","SQ6319AG","9.72997395399973E+15"
0,"GOLD","HAWKERS","GOLD BROWN GRADIENT BOWIE","9.97972303799717E+15"
0,"CAREY VERDE","HAWKERS","CAREY GREEN BOTTLE MINIMAL","9.97972303799739E+15"
0,"CAREY GRIS","HAWKERS","CAREY GREEN BOTTLE HYPNOSE","9.97972303799706E+15"
0,"CAREY NEGRO","HAWKERS","CAREY NAVY ETERNITY","9.97972303799717E+15"
0,"GRIS","HAWKERS","BLACK CHROME RUNWAY","9.97972303799704E+15"
0,"NEGRO VERDE","HAWKERS","DARK EMERALD (HYBRID MASK)","9.97972303799737E+15"
0,"NEGRO","HAWKERS","BLACK HYPNOSE","9.97972303799708E+15"
0,"AZUL","HAWKERS","ELECTRIC BLUE HYPNOSE","9.97972303799705E+15"
0,"AZUL","HAWKERS","FUSION BLUE CHROME (HYBRID MAS","9.97972303799711E+15"
0,"NEGRO","HAWKERS","BLACK DARK ETERNITY","9.97972303799718E+15"
0,"AIR NEBULA","HAWKERS","AIR NEBULA WARWICK XS","9.97972303799713E+15"
0,"NEGRO","HAWKERS","BLACK CHROME (HYBRID MASK)","9.97972303799736E+15"
0,"BEIGE","PUROEGO","AMERICANA","9.97922709999347E+15"
0,"WASHINGTON LUXE","?","COLCHON WASHINTON DELUXE 90X18","9.97994820899967E+15"
0,"NEGRO AZUL","HAWKERS","CARBON BLACK ï¿½ SKY ONE","9.97972303799701E+15"
0,"VERDE","HAWKERS","SILVER GREEN BOTTLE BOWIE","9.97972303799716E+15"
0,"NEGRO","HAWKERS","BLACK DARK WOODY","9.97972303799712E+15"
0,"CAREY GRIS","HAWKERS","CRYSTAL GREY WARWICK XS","9.97972303799714E+15"
0,"NEGRO","HAWKERS","TRI COLOR WOODY","9.97972303799720E+15"
0,"CAREY VERDE","HAWKERS","CAREY GREEN GRADIENT WOODY","9.97972303799713E+15"
0,"NEGRO","HAWKERS","CARBON BLACK ï¿½ DARK ONE","9.97972303799705E+15"
0,"NEGRO","HAWKERS","BLACK RUNWAY","9.97972303799701E+15"
0,"CARAMEL BLUE","HAWKERS","CARAMEL BLUE WOODY","9.97972303799702E+15"
0,"220 ARIZONA","?","ENICMERA NOVILIA","9.97996333999726E+15"
0,"?","DISNEY","PRETTY MAMA EYESHADOW PALETTE","9.97978283096235E+15"
0,"?","DISNEY","EXPOSIT PRETTY MAMA EYES PALET","9.97978283096238E+15"
0,"BLANCO","?","mosaico carrara","9.97996403998422E+15"
0,"CALIZA","?","rev.bottega caliza 100215126","9.97996403998429E+15"
0,"CALIZA","?","pav.bottega caliza","9.97996403998426E+15"
0,"P3470763","?","AZUL. BARI BLANCO","9.97996403998420E+15"
0,"STONE","?","rev,marbella stne 1002155171","9.97996403998428E+15"
0,"?","?","100144384 ARTICA WHITE","9.97996403998426E+15"
0,"BLANCO","?","EMPOTRABLE VOL 90-4880-14-M3","9.97977542998220E+15"
0,"?","HOMEBASICS","""GRILL BBQ ELECTRICO
""","9.97986371399094E+15"
0,"?","HOMEBASICS","PLANCHA DE ASAR 2000W","9.97986371399080E+15"
0,"?","HOMEBASICS","PLANCHA GRILL DE ALUMINIO","9.97986371399077E+15"
0,"?","HOMEBASICS","PLACA COCINA INDUCCIï¿½N","9.97986371399092E+15"
0,"ALUMINIO","?","4 FOCOS LED MOD PARTICOM ALUMI","9.97977542998208E+15"
0,"PLATEADO","?","APLIQUE SERIE ARC 2 BOLAS","9.97977542998204E+15"
0,"ESPEJO","?","ESPEJO URALDI E 100X80","9.97996485098600E+15"
0,".","?","pie koa 56886","9.97977542998202E+15"
0,"FF016 ASTRO BL","?","FF016","9.97996485098729E+15"
0,"---","?","espejo e-75 -80x60 alto","9.97996485098724E+15"
0,"APLIQUE","?","uraldi aplique f47c3","9.97996485098729E+15"
0,"ESPEJO","?","espejo uraldi e 80x80","9.97996485098743E+15"
0,"-----","?","espejo e-75 -100x60 alto","9.97996485098723E+15"
0,"?","?","espejo mod.e.7582/ 120x80","9.97996485098728E+15"
0,"INOX","EPELSA","VISOR CYBER PLUS","9.97951899597703E+15"
